sylheti,bangla
থাব্বই,সবগুলো
থাবুখালি,কথা বন্ধ হয়ে যাওয়া
থাবোর,পর্যুদস্ত
থামানি,থামানুয়া
থাসা,নির্ঘাত
থির,স্থির
থুই,রেখে
থুওয়া,রাখা
থুক,থুথু
থুনি,খোঁটা
থুবাইয়া,কুঁড়িয়ে
থুড়া,অল্প
থুড়া থুড়া,অল্প অল্প
থুড়া রওম,সামান্য দয়া
দইনালি,দখিনা বাতাস
দইয়ল,দোয়েলপাখি
দউখনর,দক্ষিণের
দউখনাল,দখিনা
দউখনেদি,দক্ষিণ দিকে
দউরো,দরিয়ায়
দউলত,ধন
দখিন,দক্ষিন
দগল ফছল,এদিক সেদিক
দপকি,হুমকি
দমকা,ইটের ভাটা
দমদমা,নর্দমা
দমলও,থাম
দয়দিকে,দু'দিকে
দরওয়ানি,দ্বার রক্ষক
দরবার,ঝগড়া
দরমা,ঘরের আড়া
দরাজ,দরজা
দরিন্দা,জলীয়
দরিয়াপ,আন্দাজ
দলই,দলপতি
দলছাবা,ঘাস পরিষ্কার
দলান,দালান
দশোর,দশের
দহলিজ,বৈঠক খানা
দড়,শক্ত
দড়া,দড়ি
দড়ানি,শাসন করা
দা,দাদা
দাই,ধাত্রী
দাইমা,ধাত্রী্মা
দাইর,বাঁরান্দা
দাও,সুযোগ
দাওয়াই,ঔষধ
দাএত,দায়ে
দাগদুম,চিহ্ন
দাঁত নিকটাই,দাঁত বের করে
দাঁতলা,হাতি (পুং)
দাদ,প্রতিশোধ
দাদনি,প্রতিশোধ
দাদার উমরি,পিতামহের বয়সী
দাদারকালি,পিতা্মহলের আমলের
দাদুর দাদ,প্রতিশোধ
দান জেঝ,যেৌতুক
দানা,মুরুব্বি
দানাই,আক্কেল
দানাবিনা,মাতব্বর
দাপন,আয়না
দাপনা,বেড়া
দাপর,দাপট
দাবরহাব,প্রভাব
দাবরায়,ধমকায়
দামদর,দর কষাকষি
দামড়ি,পয়সা
দামা,ষাঁড়
দামান,জামাতা
দায়মুল,নির্ঘাত ভাবে
দারমুজেরগুড়া,বিষাক্ত চূর্ণ
দারি,ধমক
দারু,ঔষধ
দারুকুটা,জালানির লাকড়ি
দারে,পাশে
দাড়কিনা,ডানকান মাছ
দাড়াদিপ,সঠিক পথ
দাড়ুয়ায়,দাড় বাহকে
দি,দিয়ে
দিগদারি,কষ্ট
দিঘলী,দিকে
দিছইন,দিয়েছেন
দিছলা,দিয়েছিলেন
দিছলায়,দিয়েছিলে
দিছলায়নি,দিয়েছিলে নাকি
দিতরা,দিচ্ছেন
দিতো,দিবে
দিতো নায়,দিবেনা
দিনতো গইয়া,দিন গত হয়ে
দিনমুয়া,দিনের মতো
দিনো,দিনে
দিবায়,দিবে
দিয়া,দিয়ে
দিয়ারো,এলাকায়
দিয়োটা,দুইটা
দিরং,দেরি
দিরংগো,দেরি
দিরাম,দিচ্ছি
দিল,হৃদয়
দিলতনে,মন থেকে
দিলদার,প্রাণখোলা
দিল দোষর,মন্দভাগ্যের
দিলা,দাও
দিলাইছইন,দিয়েছেন
দিলাউকা,দিয়ে দিন
দিলাও,দিয়ে দাও
দিলায়,দিয়ে দেয়
দিলেজানে,মনে প্রাণে
দিশা,দিক
দুইআত,দুইহাত
দুইপরি,দুপুর
দুইপরিবালা,দুপুরবেলা
দুকলা,দুজন
দুকাউরা,খোঁজ নেওয়ার লোক
দুকান,দোকান
দুগু,দুইটি
দুচুমুচু,ফাঁকি
দুছ,বন্ধু
দুছত,দোস্ত
দুছছার,দুস্থিদার
দুধালী,দুধ দেয় যে
দুধের তিফিলা,দুধের শিশু
দুনা,দ্বিগুণ
দুনাদুনি,দ্বিগুণ
দুন্দোলী,দ্বন্দ লাগায় এমন মহিলা
দুপরা,দুর্বা
দুপদান,দুর্বাধান
দুবড়া,দুর্বা
দুবারি,দ্বিতীয়বার
দুমাই,দ্বিগুণ
দুমালা,দুতালা
দুয়াই,দোহাই
দুয়াই দারু,ঔষধপত্র
দুয়াই ফসাদ,আর্তনাদ
দুয়ার,দরজা
দুয়ারা,পুনরায়
দুয়ারায়,ভালোমন্দে
দুয়ারিয়া,দ্বিতীয়বার
দুয়াল,ঢালু
দুরই,দূরে
দুলি,মাদি কচ্ছপ
দুলোভর,আদরের
দুলোভর ধন,আদরের ধন
দেইন,দেন
দেইড়া,বাড়তি
দেউখকা,দেখুন
দেউকা,দেন
দেউরা,দেওয়ার লোক
দেউড়ি,দরজা
দেউড়ির গালাত,সিংহদ্বারের কাছে
দেও,দাও
দেখইন,দেখেন
দেখইছাইন,চেয়ে দেখেন
দেখছাইন,চেয়ে দেখো
দেখরু,দেখছে
দেখাইল,দেখালো
দেখাত,দেখতে
দেখিলাইছইন,দেখেছেন
দেপতা,দেবতা
দেবা,বজ্র
দেয়ার,দেহের
দেরাজ,আলমারি
দেরি,অতিরিক্ত
দেরেগ,আবেগ
দেলাইলে,দিয়ে ফেললে
দেড় আলি,দেড় হালি
দেড়িয়া,বাড়তি
ধইন,ধন্য
ধইরল,ধরলো
ধইলা,ধরলেন
ধন ছামান,ধনসম্পদ
ধনিয়ে,ধনবানে
ধনে দুয়ারায়,ধনসম্পদে
ধম্বইল,কোস্তাকুস্তি
ধয়,ধোয়া
ধরইন,ধরেন
ধরকরি,হঠাৎ
ধরকরি মট্টারি,হঠাৎ
নউখ,নখ
নউচ,অশুনী লাগা
নকর,চাকর
নক্তা,পশুর নাক বাধার রশি
নছক,শিক্ষা
নছিব,ভাগ্য
নছিবেতে,ভাগ্যে
নছোক,শাস্তি
নজুম,জ্যোতিষী
নজুল,মন্দ কাজ
নটি,দুশ্চরিত্রা
নতিজা,প্রতিশোধ
নতোর কথা,আসল কথা
নবগর,নবগ্রহ
নবলক্কি,নয় লক্ষ
নয়নোর আছাছ,চোখের তৃপ্তি
নরইন,নড়েন
নরেন,নড়ুন
নসবনামা,বংশলতিকা
নহাতি,নয় হাত লম্বা
নরদানা,একপ্রকার খেলার ঘুটি
নাই,নাভি
নাইকল,নারিকেল
নাইতে বেলা,গোসলের সময়ে
নাই-নাকিছতোর,দীনহীনের
নাই নিগুড়,নির্জন
নাইরল,নারিকেল
নাইর,নাইওর
নাইল্যাপাতা,পাট শাক
নাও,নৌকা
নাও বাইছা,নৌকার মাঝি
না করা,নিষেধ করা
নাককুয়া,নাকি সুরে কথা বলে যে
নাকা,পশুর নাকে লাগানো হয়
নাকারি,ভুল খোজা
নাকারিত,নাকে
নাকাল,মতো
নাকেদি,নাক দিয়ে
নাগর,প্রেমিক
নাগাছি,বাদক
নাগারছি,বাদ্যকর
নাচইন,নাচেন
নাটামাল,নষ্ট মাল
নাঠা,খারাপ
নাতুংতুগা,ঢলাঢলি
নাতিনশায়,নাতিনাতকুর
